txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,user_id_clean,merchant_id_clean,txn_id_clean,amount_clean,negative_amount_flag,status_clean,timestamp_clean,utr_clean,missing_utr_flag,invalid_utr_flag,mcc_clean,merchant_category_clean_x,user_id_core,kyc_match_flag,merchant_id_core,merchant_match_flag,kyc_status_clean,risk_segment_clean,monthly_income_clean,missing_pan_flag,missing_aadhaar_flag,missing_dob_flag,identity_conflict_score,merchant_name,merchant_category_clean_y,business_type_clean,merchant_status,onboarding_date_clean,declared_avg_ticket_clean,merchant_conflict_score,chargeback_count,disputed_amount,max_severity,delayed_dispute_count,reporting_delay_days,has_chargeback_flag,date,hour,day_of_week,is_weekend,user_txn_count,user_avg_amount,user_total_amount,user_std_amount,merchant_txn_count,merchant_avg_amount,merchant_total_amount,merchant_std_amount,user_amount_deviation,merchant_amount_deviation,large_user_deviation_flag,large_merchant_deviation_flag,user_risk_score,user_risk_level,merchant_risk_score,merchant_risk_level,transaction_risk_score,transaction_risk_level
TXN00003797,2026-03-14 12:21:17,USR81003,MCH5292,"INR 13,312",UTR2464640119,,Success,USR81003,MCH5292,TXN00003797,13312.0,0,SUCCESS,2026-03-14 12:21:17,UTR2464640119,0,0,,Unknown,81003,0,5292,1,,,,,,,,Shankar-Dhawan,Grocery,Individual,Active,,,3.0,0.0,0.0,,0.0,,0,2026-03-14,12,Saturday,1,1,13312.0,13312.0,,2,12597.48,25194.96,1010.4838745868245,,0.7071067811865475,0,0,0.0,LOW,15.0,LOW,4.5,LOW
TXN00000092,2026-01-27 23:43:31,USR70687,MCH4523,"17,833.99",UTR5315091377,5411.0,SUCCESS,USR70687,MCH4523,TXN00000092,17833.99,0,SUCCESS,2026-01-27 23:43:31,UTR5315091377,0,0,5411,Grocery,70687,1,4523,0,APPROVED,MEDIUM,14400.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-27,23,Tuesday,0,1,17833.99,17833.99,,3,10883.273333333333,32649.82,7196.214244325508,,0.9658851766604332,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00004622,11/03/2026 01:40:12,USR37834,MCH5213,Rs. 19118.63,UTR1692756805,5812.0,SUCCESS,USR37834,MCH5213,TXN00004622,19118.63,0,SUCCESS,2026-03-11 01:40:12,UTR1692756805,0,0,5812,Food & Restaurants,37834,0,5213,1,,,,,,,,Keer-Yadav,Hotels & Hospitality,Private Limited,ACTIVE,2023-09-04 17:38:00,2157.19,0.0,1.0,1330.95,MEDIUM,0.0,,1,2026-03-11,1,Wednesday,0,1,19118.63,19118.63,,7,17426.02142857143,121982.15,4621.633816972192,,0.36623597594702234,0,0,30.0,MEDIUM,6.43,LOW,30.93,MEDIUM
TXN00001542,2026-02-21 01:33:17,USR78386,MCH4890,2680.85,UTR3430344329,5912.0,Success,USR78386,MCH4890,TXN00001542,2680.85,0,SUCCESS,2026-02-21 01:33:17,UTR3430344329,0,0,5912,Pharmacy & Medical,78386,0,4890,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-21,1,Saturday,1,1,2680.85,2680.85,,2,6624.9800000000005,13249.960000000001,5577.842137762596,,-0.7071067811865475,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00002592,2026-02-21 05:47:48,USR21114,MCH9819,Rs. 20100.92,UTR3572682179,,Initiated,USR21114,MCH9819,TXN00002592,20100.92,0,INITIATED,2026-02-21 05:47:48,UTR3572682179,0,0,,Unknown,21114,0,9819,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-21,5,Saturday,1,1,20100.92,20100.92,,1,20100.92,20100.92,,,,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00017665,21/01/2026 15:06:13,USR96222,MCH6009,16257.95,UTR4021669116,5411.0,Pending,USR96222,MCH6009,TXN00017665,16257.95,0,PENDING,2026-01-21 15:06:13,UTR4021669116,0,0,5411,Grocery,96222,0,6009,1,,,,,,,,"Nagar, Chowdhury and Raghavan",Unknown,Private Limited,Active,,1266.03,0.0,0.0,0.0,,0.0,,0,2026-01-21,15,Wednesday,0,1,16257.95,16257.95,,4,19787.82,79151.28,4372.940021838854,,-0.8072075039610679,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00002012,2026-03-06 13:48:49,USR13976,MCH8222,1575.7,UTR0496925866,5411.0,TXN_SUCCESS,USR13976,MCH8222,TXN00002012,1575.7,0,SUCCESS,2026-03-06 13:48:49,UTR0496925866,0,0,5411,Grocery,13976,0,8222,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-06,13,Friday,0,1,1575.7,1575.7,,4,3686.7850000000008,14747.140000000003,19665.83063287437,,-0.10734786846333393,0,0,0.0,LOW,11.25,LOW,3.38,LOW
TXN00015655,01-09-2026 05:05:51 AM,USR55935,MCH8480,18230.29,UTR6094940155,,TXN_SUCCESS,USR55935,MCH8480,TXN00015655,18230.29,0,SUCCESS,2026-01-09 05:05:51,UTR6094940155,0,0,,Unknown,55935,0,8480,1,,,,,,,,Doshi-Sarin,Transportation,Individual,Live,2023-07-02 00:00:00,-1310.85,0.0,0.0,0.0,,0.0,,0,2026-01-09,5,Friday,0,1,18230.29,18230.29,,3,16492.836666666666,49478.51,2149.3843964571197,,0.8083492818675057,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00011091,03/03/2026 19:17:39,USR13890,MCH8216,-23820.57,UTR6527062794,4131.0,COMPLETED,USR13890,MCH8216,TXN00011091,-23820.57,1,SUCCESS,2026-03-03 19:17:39,UTR6527062794,0,0,4131,Transportation,13890,0,8216,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-03,19,Tuesday,0,2,-2680.285,-5360.57,29896.877759432504,6,7557.145,45342.87,18051.8228952721,-0.7071067811865476,-1.7382020188231542,0,0,5.0,LOW,0.0,LOW,11.5,LOW
TXN00008584,17/01/2026 18:53:31,USR15778,MCH3250,"INR 5,546",UTR0928079796,5912.0,Success,USR15778,MCH3250,TXN00008584,5546.0,0,SUCCESS,2026-01-17 18:53:31,UTR0928079796,0,0,5912,Pharmacy & Medical,15778,0,3250,1,,,,,,,,Bose-Kalita,Department Stores,Sole Proprietor,I,,1514.47,0.0,0.0,0.0,,0.0,,0,2026-01-17,18,Saturday,1,1,5546.0,5546.0,,3,8314.17,24942.510000000002,8728.54080744886,,-0.3171400651111888,0,0,0.0,LOW,5.0,LOW,1.5,LOW
TXN00004474,2026-01-17 19:39:58,USR15834,MCH3895,8892.43,UTR4987418462,5812.0,TXN_SUCCESS,USR15834,MCH3895,TXN00004474,8892.43,0,SUCCESS,2026-01-17 19:39:58,UTR4987418462,0,0,5812,Food & Restaurants,15834,0,3895,1,,,,,,,,Wable-Sarna,Unknown,Private Limited,Closed,2024-06-20 00:00:00,797.39,0.0,0.0,0.0,,0.0,,0,2026-01-17,19,Saturday,1,1,8892.43,8892.43,,2,13391.19,26782.38,6362.207405861585,,-0.7071067811865476,0,0,0.0,LOW,22.5,LOW,6.75,LOW
TXN00013857,2026-01-24 07:35:23,USR33189,MCH4645,1816.08,UTR8739611115,5912.0,TXN_SUCCESS,USR33189,MCH4645,TXN00013857,1816.08,0,SUCCESS,2026-01-24 07:35:23,UTR8739611115,0,0,5912,Pharmacy & Medical,33189,0,4645,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-24,7,Saturday,1,1,1816.08,1816.08,,4,11298.8325,45195.33,8983.977878428444,,-1.0555182379477104,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00012705,2026-01-23 18:56:04,USR48168,MCH4207,"₹3,530.72",UTR 0498515755,5411.0,Success,USR48168,MCH4207,TXN00012705,3530.72,0,SUCCESS,2026-01-23 18:56:04,UTR0498515755,0,0,5411,Grocery,48168,1,4207,0,PENDING,MEDIUM,30690.0,0.0,0.0,0.0,4.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-23,18,Friday,0,1,3530.72,3530.72,,3,2464.0866666666666,7392.26,1755.5627453706497,,0.6075734610716726,0,0,30.0,MEDIUM,0.0,LOW,9.0,LOW
TXN00008884,01/02/2026 23:17:20,USR99474,MCH1206,7998.11,UTR6778164754,5411.0,Success,USR99474,MCH1206,TXN00008884,7998.11,0,SUCCESS,2026-02-01 23:17:20,UTR6778164754,0,0,5411,Grocery,99474,0,1206,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-01,23,Sunday,1,2,8284.825,16569.65,405.47624153580244,4,9211.157500000001,36844.630000000005,10596.526947902554,-0.7071067811865492,-0.11447595103224917,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00007528,2026-01-30 18:33:12,USR86253,MCH1683,13694.93,UTR 6390761420,5411.0,S,USR86253,MCH1683,TXN00007528,13694.93,0,SUCCESS,2026-01-30 18:33:12,UTR6390761420,0,0,5411,Grocery,86253,1,1683,1,APPROVED,LOW,51941.0,0.0,0.0,0.0,0.0,"Sampath, Anne and Madan",Food & Restaurants,Partnership,Live,2026-02-14 00:00:00,2458.98,0.0,0.0,0.0,,0.0,,0,2026-01-30,18,Friday,0,2,18782.41,37564.82,7194.783214301873,4,14282.4,57129.6,6637.098965597345,-0.7071067811865475,-0.08851306919560548,0,0,0.0,LOW,3.75,LOW,1.12,LOW
TXN00011321,2026-02-25 08:44:40,USR85411,MCH6621,15076.69,UTR9700714037,7011.0,COMPLETED,USR85411,MCH6621,TXN00011321,15076.69,0,SUCCESS,2026-02-25 08:44:40,UTR9700714037,0,0,7011,Hotels & Hospitality,85411,0,6621,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-25,8,Wednesday,0,1,15076.69,15076.69,,3,15176.22666666667,45528.68000000001,5931.011457519985,,-0.016782410113280966,0,0,0.0,LOW,30.0,MEDIUM,9.0,LOW
TXN00003742,03-20-2026 05:35:40 AM,USR92327,MCH8759,20437.02,UTR3393354693,5812.0,SUCCESS,USR92327,MCH8759,TXN00003742,20437.02,0,SUCCESS,2026-03-20 05:35:40,UTR3393354693,0,0,5812,Food & Restaurants,92327,1,8759,0,APPROVED,MEDIUM,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-03-20,5,Friday,0,1,20437.02,20437.02,,2,13805.335,27610.67,9378.618868386218,,0.7071067811865477,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00008492,2026-02-02 18:27:43,USR54536,MCH8074,3384.6,UTR3320495895,,TXN_SUCCESS,USR54536,MCH8074,TXN00008492,3384.6,0,SUCCESS,2026-02-02 18:27:43,UTR3320495895,0,0,,Unknown,54536,0,8074,1,,,,,,,,Prakash-Bera,Telecom,Individual,A,2024-12-04 00:00:00,439.79,0.0,0.0,0.0,,0.0,,0,2026-02-02,18,Monday,0,1,3384.6,3384.6,,4,11698.342499999999,46793.369999999995,11639.259354765305,,-0.7142844958254336,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00016765,03-26-2026 12:18:46 PM,USR93890,MCH5711,"INR 20,091",UTR9203187638,,TXN_FAILED,USR93890,MCH5711,TXN00016765,20091.0,0,FAILED,2026-03-26 12:18:46,UTR9203187638,0,0,,Unknown,93890,0,5711,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-26,12,Thursday,0,1,20091.0,20091.0,,3,8352.713333333333,25058.14,10308.528464845665,,1.1386966342186269,0,0,15.0,LOW,10.0,LOW,7.5,LOW
TXN00017694,2026-01-13 15:03:46,USR40732,MCH9490,"INR 9,002",UTR 2443914333,5411.0,Fail,USR40732,MCH9490,TXN00017694,9002.0,0,FAILED,2026-01-13 15:03:46,UTR2443914333,0,0,5411,Grocery,40732,1,9490,0,APPROVED,UNKNOWN,84371.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-13,15,Tuesday,0,1,9002.0,9002.0,,6,11214.358333333332,67286.15,8592.448296092138,,-0.2574770609140024,0,0,15.0,LOW,5.0,LOW,6.0,LOW
TXN00006528,1774692391,USR29622,MCH4964,20882.75,UTR4641185560,,TXN_FAILED,USR29622,MCH4964,TXN00006528,20882.75,0,FAILED,2026-03-28 10:06:31,UTR4641185560,0,0,,Unknown,29622,1,4964,1,APPROVED,LOW,28465.0,0.0,0.0,0.0,0.0,SARKAR-GODA,Department Stores,Private Limited,Active,2025-07-14 00:00:00,1517.0,1.0,0.0,0.0,,0.0,,0,2026-03-28,10,Saturday,1,1,20882.75,20882.75,,4,16613.5775,66454.31,7643.067088394009,,0.5585679741687385,0,0,15.0,LOW,8.75,LOW,7.12,LOW
TXN00013401,04/03/2026 18:19:19,USR31880,MCH1798,24701.82,UTR 8784371040,5912.0,SUCCESS,USR31880,MCH1798,TXN00013401,24701.82,0,SUCCESS,2026-03-04 18:19:19,UTR8784371040,0,0,5912,Pharmacy & Medical,31880,0,1798,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-04,18,Wednesday,0,1,24701.82,24701.82,,3,12855.323333333334,38565.97,11712.859150533372,,1.0114094700888816,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00004494,24/02/2026 12:34:51,USR95466,MCH5376,19908.13,UTR0075153514,7011.0,Success,USR95466,MCH5376,TXN00004494,19908.13,0,SUCCESS,2026-02-24 12:34:51,UTR0075153514,0,0,7011,Hotels & Hospitality,95466,0,5376,1,,,,,,,,"Narayanan, Palla and Tripathi",Telecom,Sole Proprietor,ACTIVE,2025-08-14 00:00:00,2169.37,0.0,0.0,0.0,,0.0,,0,2026-02-24,12,Tuesday,0,1,19908.13,19908.13,,3,18653.926666666666,55961.78,2818.585514408485,,0.4449761509529878,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00011094,03-05-2026 11:29:40 AM,USR75900,MCH1058,8314.42,UTR9917244266,,SUCCESS,USR75900,MCH1058,TXN00011094,8314.42,0,SUCCESS,2026-03-05 11:29:40,UTR9917244266,0,0,,Unknown,75900,1,1058,1,REJECTED,UNKNOWN,25435.0,0.0,0.0,0.0,0.0,"Vyas,VirkandDatta",Department Stores,Partnership,A,2023-01-20 00:00:00,1504.39,0.0,0.0,0.0,,0.0,,0,2026-03-05,11,Thursday,0,1,8314.42,8314.42,,4,13462.1475,53848.59,4220.942626960436,,-1.2195682232494485,0,0,10.0,LOW,15.0,LOW,7.5,LOW
TXN00017273,01-14-2026 06:30:01 PM,USR76790,MCH6075,"INR 13,085",UTR0709799346,4131.0,FAILED,USR76790,MCH6075,TXN00017273,13085.0,0,FAILED,2026-01-14 18:30:01,UTR0709799346,0,0,4131,Transportation,76790,1,6075,1,APPROVED,LOW,,0.0,0.0,0.0,0.0,"Lad, Menon and Tiwari",Telecom,Private Limited,Live,2023-08-06 00:00:00,709.64,0.0,0.0,0.0,,0.0,,0,2026-01-14,18,Wednesday,0,1,13085.0,13085.0,,4,16386.372499999998,65545.48999999999,6418.254792627952,,-0.5143723031675176,0,0,15.0,LOW,26.25,MEDIUM,12.38,LOW
TXN00009281,1771632901,USR68024,MCH5104,10455.06,UTR1967979496,5812.0,Success,USR68024,MCH5104,TXN00009281,10455.06,0,SUCCESS,2026-02-21 00:15:01,UTR1967979496,0,0,5812,Food & Restaurants,68024,0,5104,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-21,0,Saturday,1,3,12938.609999999999,38815.829999999994,10653.535314584544,4,15131.5975,60526.39,5303.257517981283,-0.23311979795101945,-0.881823574311389,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00006056,18/01/2026 14:04:37,USR74396,MCH3197,12329.64,UTR9066186368,4131.0,S,USR74396,MCH3197,TXN00006056,12329.64,0,SUCCESS,2026-01-18 14:04:37,UTR9066186368,0,0,4131,Transportation,74396,1,3197,0,APPROVED,LOW,-32815.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-18,14,Sunday,1,1,12329.64,12329.64,,5,14864.384,74321.92,7367.270296387258,,-0.3440547038491287,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00010147,01-16-2026 05:24:29 PM,USR91777,MCH4915,"19,600.29",UTR0387036525,4131.0,COMPLETED,USR91777,MCH4915,TXN00010147,19600.29,0,SUCCESS,2026-01-16 17:24:29,UTR0387036525,0,0,4131,Transportation,91777,1,4915,0,APPROVED,LOW,19063.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-16,17,Friday,0,1,19600.29,19600.29,,4,15825.86,63303.44,3603.7132502369464,,1.0473724566603153,0,0,0.0,LOW,3.75,LOW,1.12,LOW
TXN00008021,2026-02-13 00:38:19,USR87162,MCH8216,"INR 12,452",UTR6064791461,5912.0,COMPLETED,USR87162,MCH8216,TXN00008021,12452.0,0,SUCCESS,2026-02-13 00:38:19,UTR6064791461,0,0,5912,Pharmacy & Medical,87162,0,8216,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-13,0,Friday,0,2,11267.43,22534.86,1675.2349595802966,6,7557.145,45342.87,18051.8228952721,0.7071067811865476,0.2711557180899441,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00015299,2026-03-12 03:39:52,USR81720,MCH9260,Rs. 15641.17,UTR8680623402,5812.0,Success,USR81720,MCH9260,TXN00015299,15641.17,0,SUCCESS,2026-03-12 03:39:52,UTR8680623402,0,0,5812,Food & Restaurants,81720,0,9260,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-12,3,Thursday,0,1,15641.17,15641.17,,4,9825.08,39300.32,5744.843010318037,,1.0124019036819631,0,0,0.0,LOW,11.25,LOW,3.38,LOW
TXN00012856,03-16-2026 11:45:31 PM,USR76098,MCH6109,"INR 5,205",UTR9338335376,5912.0,Fail,USR76098,MCH6109,TXN00012856,5205.0,0,FAILED,2026-03-16 23:45:31,UTR9338335376,0,0,5912,Pharmacy & Medical,76098,0,6109,1,,,,,,,,Sampath Ltd,Telecom,Individual,A,2026-01-15 23:34:00,399.08,0.0,0.0,0.0,,0.0,,0,2026-03-16,23,Monday,0,1,5205.0,5205.0,,4,12401.445,49605.78,7957.427480459163,,-0.9043682795315587,0,0,15.0,LOW,7.5,LOW,6.75,LOW
TXN00002230,27/02/2026 04:10:10,USR41686,MCH3071,"7,504.98",UTR9557966907,5812.0,TXN_SUCCESS,USR41686,MCH3071,TXN00002230,7504.98,0,SUCCESS,2026-02-27 04:10:10,UTR9557966907,0,0,5812,Food & Restaurants,41686,1,3071,1,APPROVED,UNKNOWN,37845.0,0.0,0.0,0.0,0.0,Misra-Padmanabhan,Food & Restaurants,Sole Proprietor,Live,2024-07-24 08:52:44,,0.0,0.0,0.0,,0.0,,0,2026-02-27,4,Friday,0,1,7504.98,7504.98,,1,7504.98,7504.98,,,,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00008304,20/03/2026 05:00:36,USR95674,MCH5401,"₹5,379.22",UTR8910180483,,S,USR95674,MCH5401,TXN00008304,5379.22,0,SUCCESS,2026-03-20 05:00:36,UTR8910180483,0,0,,Unknown,95674,1,5401,1,IN_PROGRESS,MEDIUM,16805.0,0.0,0.0,0.0,0.0,"Sama, Ar0ra and Mem0n",Unknown,Private Limited,ACTIVE,2023-07-23 00:00:00,-571.93,3.0,1.0,6321.44,MEDIUM,0.0,,1,2026-03-20,5,Friday,0,1,5379.22,5379.22,,6,5094.41,30566.46,1142.1392663243832,,0.24936538686439877,0,0,30.0,MEDIUM,22.5,LOW,35.75,MEDIUM
TXN00002751,08/01/2026 18:34:26,USR62352,MCH6961,9710.26,UTR2411349944,4131.0,SUCCESS,USR62352,MCH6961,TXN00002751,9710.26,0,SUCCESS,2026-01-08 18:34:26,UTR2411349944,0,0,4131,Transportation,62352,1,6961,0,PENDING,LOW,23123.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-08,18,Thursday,0,1,9710.26,9710.26,,5,7963.317999999999,39816.59,7558.868871469461,,0.23111156307972724,0,0,10.0,LOW,9.0,LOW,5.7,LOW
TXN00016154,12/01/2026 06:43:49,USR24396,MCH4549,7444.86,UTR 9010745901,7011.0,S,USR24396,MCH4549,TXN00016154,7444.86,0,SUCCESS,2026-01-12 06:43:49,UTR9010745901,0,0,7011,Hotels & Hospitality,24396,1,4549,0,APPROVED,HIGH,43037.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-12,6,Monday,0,1,7444.86,7444.86,,4,11633.9275,46535.71,9831.3256932636,,-0.4260938586207493,0,0,5.0,LOW,0.0,LOW,1.5,LOW
