merchant_id_core,transaction_count,total_amount,average_amount,unique_users,failed_count,chargeback_count,disputed_amount,delayed_dispute_count,anomalous_amount_count,failed_rate,chargeback_ratio,merchant_name,merchant_category_clean,business_type_clean,merchant_status,merchant_conflict_score,risk_score,risk_level,risk_reasons
1029,1,1513.0,1513.0,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1030,3,4072.67,1357.5566666666666,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,,,,,,5.0,LOW,high failed transaction rate
1031,1,21790.08,21790.08,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1032,3,44604.15,14868.050000000001,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,Nori-Nigam,Hotels & Hospitality,Sole Proprietor,Enabled,2.0,15.0,LOW,high failed transaction rate; merchant profile conflicts
1033,3,42284.92,14094.973333333333,3,0,0.0,0.0,0.0,0,0.0,0.0,Sidhu and Sons,Telecom,Individual,Active,2.0,10.0,LOW,merchant profile conflicts
1034,2,9679.1,4839.55,2,1,0.0,0.0,0.0,0,0.5,0.0,DEVI-CHAUDHARI,Hotels & Hospitality,Private Limited,Enabled,0.0,7.5,LOW,high failed transaction rate
1035,3,39992.83,13330.943333333335,3,0,0.0,0.0,0.0,0,0.0,0.0,  Minhas-Khatri  ,Food & Restaurants,Sole Proprietor,Active,0.0,0.0,LOW,No major risk signal
1036,3,33640.770000000004,11213.590000000002,3,0,1.0,1859.77,0.0,0,0.0,0.3333333333333333,,,,,,15.0,LOW,elevated chargeback ratio
1037,3,47725.25,15908.416666666666,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1038,3,52771.18,17590.393333333333,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1039,3,29255.440000000002,9751.813333333334,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,Lal-Barad,Telecom,Sole Proprietor,Active,1.0,10.0,LOW,high failed transaction rate; merchant profile conflicts
1040,1,4889.06,4889.06,1,0,0.0,0.0,0.0,0,0.0,0.0,chand plc,Pharmacy & Medical,Individual,A,3.0,15.0,LOW,merchant profile conflicts
1041,6,35096.200000000004,5849.366666666668,6,0,2.0,3431.71,0.0,0,0.0,0.3333333333333333,Pat1a-S0m,Unknown,Private Limited,Active,0.0,15.0,LOW,elevated chargeback ratio
1042,3,26085.81,8695.27,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1043,5,79534.9,15906.98,5,0,1.0,17242.91,0.0,0,0.0,0.2,,,,,,9.0,LOW,elevated chargeback ratio
1044,3,34051.96,11350.653333333334,3,2,0.0,0.0,0.0,0,0.6666666666666666,0.0,"Jha, Salvi and Setty",Department Stores,Partnership,ACTIVE,0.0,10.0,LOW,high failed transaction rate
1045,2,24683.96,12341.98,2,0,1.0,1858.78,0.0,0,0.0,0.5,,,,,,22.5,LOW,elevated chargeback ratio
1046,1,6901.43,6901.43,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1047,2,16082.83,8041.415,2,1,0.0,0.0,0.0,0,0.5,0.0,Rana-Aurora,Telecom,Partnership,Enabled,3.0,22.5,LOW,high failed transaction rate; merchant profile conflicts
1048,1,22101.1,22101.1,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1049,3,48368.15,16122.716666666667,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1050,1,556.07,556.07,1,0,0.0,0.0,0.0,0,0.0,0.0,Trivedi-Zachariah,Clothing,Sole Proprietor,Active,0.0,0.0,LOW,No major risk signal
1051,1,19086.9,19086.9,1,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,15.0,LOW,high failed transaction rate
1052,5,62222.29,12444.458,5,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1053,4,60112.0,15028.0,4,1,0.0,0.0,0.0,0,0.25,0.0,"gera, grover and sehgal",Telecom,Individual,Enabled,0.0,3.75,LOW,high failed transaction rate
1054,4,65716.24,16429.06,4,0,0.0,0.0,0.0,0,0.0,0.0,  Cheema Ltd  ,Department Stores,Private Limited,Active,0.0,0.0,LOW,No major risk signal
1055,2,27225.28,13612.64,2,0,0.0,0.0,0.0,0,0.0,0.0,Dhingra-Kapoor,Department Stores,Partnership,Enabled,0.0,0.0,LOW,No major risk signal
1056,2,25903.170000000002,12951.585000000001,2,0,0.0,0.0,0.0,0,0.0,0.0,Mital-Jhaveri,Department Stores,Partnership,Active,0.0,0.0,LOW,No major risk signal
1057,3,-3004.0,-1001.3333333333334,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,,,,,,5.0,LOW,high failed transaction rate
1058,4,53848.59,13462.1475,4,1,1.0,2891.42,0.0,0,0.25,0.25,"Vyas,VirkandDatta",Department Stores,Partnership,A,0.0,15.0,LOW,elevated chargeback ratio; high failed transaction rate
1059,3,45995.04,15331.68,3,0,0.0,0.0,0.0,0,0.0,0.0,Prasad Ltd,Telecom,Partnership,Active,0.0,0.0,LOW,No major risk signal
1060,1,14301.09,14301.09,1,0,0.0,0.0,0.0,0,0.0,0.0,"Subramaniam, Rama and Contractor",Transportation,Individual,Enabled,3.0,15.0,LOW,merchant profile conflicts
1061,3,40782.06,13594.019999999999,3,0,1.0,5146.97,0.0,0,0.0,0.3333333333333333,,,,,,15.0,LOW,elevated chargeback ratio
1062,2,16069.170000000002,8034.585000000001,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1063,2,37797.42,18898.71,2,1,0.0,0.0,0.0,0,0.5,0.0,"Samra, Sur and Venkataraman",Other Retail,Private Limited,Enabled,0.0,7.5,LOW,high failed transaction rate
1064,4,69917.23,17479.3075,4,1,1.0,1294.7,0.0,0,0.25,0.25,Nanda Ltd,Food & Restaurants,Individual,ACTIVE,3.0,30.0,MEDIUM,elevated chargeback ratio; high failed transaction rate; merchant profile conflicts
1065,1,22612.8,22612.8,1,0,1.0,307.0,0.0,0,0.0,1.0,,,,,,45.0,MEDIUM,elevated chargeback ratio
1066,3,32487.62,10829.206666666667,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,,,,,,5.0,LOW,high failed transaction rate
1067,1,7864.73,7864.73,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1068,3,26408.800000000003,8802.933333333334,3,0,0.0,0.0,0.0,0,0.0,0.0,Mall-Palan,Unknown,Sole Proprietor,Live,0.0,0.0,LOW,No major risk signal
1069,5,100072.17,20014.434,5,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1070,4,38695.4,9673.85,4,0,1.0,687.82,0.0,0,0.0,0.25,Pandya PLC,Other Retail,Private Limited,A,0.0,11.25,LOW,elevated chargeback ratio
1071,5,40513.8,8102.76,5,0,1.0,0.0,0.0,0,0.0,0.2,"Keer, Roy and Narayanan",Unknown,Sole Proprietor,Enabled,3.0,24.0,LOW,elevated chargeback ratio; merchant profile conflicts
1072,3,54541.55,18180.516666666666,3,0,1.0,0.0,0.0,0,0.0,0.3333333333333333,Kalla-Khalsa,Food & Restaurants,Private Limited,Disabled,0.0,15.0,LOW,elevated chargeback ratio
1073,6,14997.510000000002,2499.5850000000005,6,1,0.0,0.0,0.0,0,0.16666666666666666,0.0,"Dasgupta,RayandDara",Unknown,Partnership,Suspended,0.0,2.5,LOW,No major risk signal
1074,1,6577.73,6577.73,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1075,1,11231.45,11231.45,1,0,0.0,0.0,0.0,0,0.0,0.0,Pingle-Mohan,Pharmacy & Medical,Sole Proprietor,Active,3.0,15.0,LOW,merchant profile conflicts
1076,1,17918.0,17918.0,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1077,2,34499.2,17249.6,2,0,1.0,0.0,0.0,0,0.0,0.5,Taneja-Nagar,Grocery,Individual,ACTIVE,2.0,32.5,MEDIUM,elevated chargeback ratio; merchant profile conflicts
1078,4,44634.65,11158.6625,4,0,1.0,1246.38,0.0,0,0.0,0.25,,,,,,11.25,LOW,elevated chargeback ratio
1079,4,52637.75,13159.4375,4,0,3.0,7383.24,0.0,0,0.0,0.75,Sharaf and Sons,Unknown,Sole Proprietor,A,0.0,33.75,MEDIUM,elevated chargeback ratio
1080,6,88850.1,14808.35,6,0,2.0,1814.0,0.0,0,0.0,0.3333333333333333,,,,,,15.0,LOW,elevated chargeback ratio
1081,3,33718.899999999994,11239.633333333331,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,Mistry Group,Food & Restaurants,Private Limited,ACTIVE,0.0,5.0,LOW,high failed transaction rate
1082,1,7026.5,7026.5,1,0,0.0,0.0,0.0,0,0.0,0.0,Oommen Inc,Hotels & Hospitality,Partnership,ACTIVE,0.0,0.0,LOW,No major risk signal
1083,3,46991.28,15663.76,3,0,1.0,0.0,0.0,0,0.0,0.3333333333333333,Chaudhry-Bhat,Food & Restaurants,Sole Proprietor,Suspended,1.0,20.0,LOW,elevated chargeback ratio; merchant profile conflicts
1084,1,22882.8,22882.8,1,0,0.0,0.0,0.0,0,0.0,0.0,Krishnamurthy Inc,Other Retail,Private Limited,Active,0.0,0.0,LOW,No major risk signal
1085,1,24345.27,24345.27,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1087,1,16140.0,16140.0,1,0,0.0,0.0,0.0,0,0.0,0.0,"Mitter, Sawhney and Luthra",Hotels & Hospitality,Partnership,SUSPENDED,0.0,0.0,LOW,No major risk signal
1089,2,26353.47,13176.735,2,0,2.0,11112.91,0.0,0,0.0,1.0,"Mann, Edwin and Misra",Grocery,Individual,ACTIVE,2.0,55.0,HIGH,elevated chargeback ratio; merchant profile conflicts
1090,1,13660.74,13660.74,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1091,3,48599.71000000001,16199.903333333335,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,,,,,,5.0,LOW,high failed transaction rate
1092,1,7957.06,7957.06,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1093,5,97943.56,19588.712,5,2,0.0,0.0,0.0,0,0.4,0.0,"dubey, uppal and bhatt",Food & Restaurants,Private Limited,Closed,0.0,6.0,LOW,high failed transaction rate
1094,3,13282.93,4427.643333333333,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1095,2,39338.92,19669.46,2,0,1.0,1247.41,0.0,0,0.0,0.5,Mander Group,Telecom,Partnership,A,0.0,22.5,LOW,elevated chargeback ratio
1096,4,50655.06,12663.765,4,2,0.0,0.0,0.0,0,0.5,0.0,Subramanian-Prasad,Clothing,Individual,Active,0.0,7.5,LOW,high failed transaction rate
1097,1,3111.18,3111.18,1,0,0.0,0.0,0.0,0,0.0,0.0,"Narayan, Datta and Chowdhury",Other Retail,Individual,Enabled,0.0,0.0,LOW,No major risk signal
1098,1,6363.08,6363.08,1,1,0.0,0.0,0.0,0,1.0,0.0,"raval, yadav and yogi",Hotels & Hospitality,Private Limited,ACTIVE,0.0,15.0,LOW,high failed transaction rate
1099,2,22656.600000000002,11328.300000000001,2,0,1.0,1863.8,0.0,0,0.0,0.5,,,,,,22.5,LOW,elevated chargeback ratio
1100,2,24870.09,12435.045,2,1,0.0,0.0,0.0,0,0.5,0.0,swamy inc,Department Stores,Partnership,Inactive,0.0,7.5,LOW,high failed transaction rate
1101,1,13714.54,13714.54,1,0,0.0,0.0,0.0,0,0.0,0.0,Ramaswamy-Prabhakar,Pharmacy & Medical,Sole Proprietor,A,3.0,15.0,LOW,merchant profile conflicts
1102,1,1393.44,1393.44,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1103,2,13854.54,6927.27,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1104,3,31265.120000000003,10421.706666666667,3,0,1.0,3834.0,0.0,0,0.0,0.3333333333333333,Chander LLC,Telecom,Private Limited,A,0.0,15.0,LOW,elevated chargeback ratio
1105,1,22150.58,22150.58,1,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,15.0,LOW,high failed transaction rate
1106,3,25384.01,8461.336666666666,3,0,0.0,0.0,0.0,0,0.0,0.0,"Agrawal, Ganguly and Kalla",Grocery,Private Limited,Enabled,1.0,5.0,LOW,merchant profile conflicts
1107,3,35489.62,11829.873333333335,3,0,1.0,389.54,0.0,0,0.0,0.3333333333333333,Sen-Das,Unknown,Private Limited,Live,0.0,15.0,LOW,elevated chargeback ratio
1108,5,55267.72,11053.544,5,1,1.0,0.0,0.0,0,0.2,0.2,,,,,,12.0,LOW,elevated chargeback ratio; high failed transaction rate
1109,3,-10060.71,-3353.5699999999997,3,0,1.0,0.0,0.0,0,0.0,0.3333333333333333,Solanki Ltd,Department Stores,Partnership,Live,3.0,30.0,MEDIUM,elevated chargeback ratio; merchant profile conflicts
1110,3,33667.409999999996,11222.47,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1111,1,21892.58,21892.58,1,0,1.0,1817.11,0.0,0,0.0,1.0,,,,,,45.0,MEDIUM,elevated chargeback ratio
1112,3,50590.35,16863.45,3,1,1.0,1425.61,0.0,0,0.3333333333333333,0.3333333333333333,,,,,,20.0,LOW,elevated chargeback ratio; high failed transaction rate
1113,7,91459.25,13065.607142857143,7,1,2.0,9977.75,0.0,0,0.14285714285714285,0.2857142857142857,,,,,,15.0,LOW,elevated chargeback ratio
1114,3,32360.510000000002,10786.836666666668,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1115,4,54465.7,13616.425,4,0,1.0,1300.37,1.0,0,0.0,0.25,Nadkarni LLC,Transportation,Partnership,Active,0.0,21.25,LOW,elevated chargeback ratio; delayed disputes
1116,5,57306.590000000004,11461.318000000001,5,2,0.0,0.0,0.0,0,0.4,0.0,,,,,,6.0,LOW,high failed transaction rate
1117,2,39623.86,19811.93,2,1,1.0,2283.53,0.0,0,0.5,0.5,,,,,,30.0,MEDIUM,elevated chargeback ratio; high failed transaction rate
1118,3,45832.64,15277.546666666667,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,"BASAK, PILLAI AND ARORA",Other Retail,Private Limited,ACTIVE,3.0,20.0,LOW,high failed transaction rate; merchant profile conflicts
1119,4,62995.82,15748.955,4,1,0.0,0.0,0.0,0,0.25,0.0,,,,,,3.75,LOW,high failed transaction rate
1120,1,9117.03,9117.03,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1121,2,21227.04,10613.52,2,0,1.0,2254.1,0.0,0,0.0,0.5,,,,,,22.5,LOW,elevated chargeback ratio
1122,1,3433.0,3433.0,1,0,1.0,980.58,0.0,0,0.0,1.0,"Rana, Choudhury and Garde",Pharmacy & Medical,Partnership,A,3.0,60.0,HIGH,elevated chargeback ratio; merchant profile conflicts
1123,1,8786.91,8786.91,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1126,2,23002.649999999998,11501.324999999999,2,0,1.0,418.0,0.0,0,0.0,0.5,"Nayak, Dhaliwal and Soman",Grocery,Partnership,A,0.0,22.5,LOW,elevated chargeback ratio
1127,7,79906.43,11415.204285714284,7,1,0.0,0.0,0.0,0,0.14285714285714285,0.0,,,,,,2.14,LOW,No major risk signal
1128,2,4003.8500000000004,2001.9250000000002,2,1,0.0,0.0,0.0,0,0.5,0.0,Natt-Keer,Other Retail,Sole Proprietor,ACTIVE,3.0,22.5,LOW,high failed transaction rate; merchant profile conflicts
1129,4,32213.09,8053.2725,4,1,1.0,448.0,0.0,0,0.25,0.25,,,,,,15.0,LOW,elevated chargeback ratio; high failed transaction rate
1130,2,28180.04,14090.02,2,0,0.0,0.0,0.0,0,0.0,0.0,"K0thari, Singh and Sura",Department Stores,Sole Proprietor,Live,1.0,5.0,LOW,merchant profile conflicts
1132,2,18170.32,9085.16,2,0,0.0,0.0,0.0,0,0.0,0.0,Cheema Inc,Other Retail,Sole Proprietor,A,0.0,0.0,LOW,No major risk signal
1133,3,32707.54,10902.513333333334,3,0,1.0,325.69,0.0,0,0.0,0.3333333333333333,Shere Ltd,Pharmacy & Medical,Partnership,Live,0.0,15.0,LOW,elevated chargeback ratio
1134,2,23434.6,11717.3,2,1,0.0,0.0,0.0,0,0.5,0.0,"Sani, Uppal and Pillai",Unknown,Partnership,Live,2.0,17.5,LOW,high failed transaction rate; merchant profile conflicts
1135,3,58398.490000000005,19466.163333333334,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1136,2,30824.799999999996,15412.399999999998,2,0,0.0,0.0,0.0,0,0.0,0.0,"bahri, kanda and seth",Books & Stationery,Private Limited,Live,0.0,0.0,LOW,No major risk signal
1137,5,77063.76,15412.751999999999,5,1,1.0,5464.95,0.0,0,0.2,0.2,,,,,,12.0,LOW,elevated chargeback ratio; high failed transaction rate
1138,1,16881.5,16881.5,1,0,0.0,0.0,0.0,0,0.0,0.0,"Shan,BuchandTank",Books & Stationery,Sole Proprietor,Active,0.0,0.0,LOW,No major risk signal
1139,1,14301.02,14301.02,1,0,1.0,9500.5,0.0,0,0.0,1.0,,,,,,45.0,MEDIUM,elevated chargeback ratio
1140,2,42052.41,21026.205,2,0,1.0,3969.0,0.0,0,0.0,0.5,,,,,,22.5,LOW,elevated chargeback ratio
1141,2,29162.38,14581.19,2,0,1.0,1341.86,0.0,0,0.0,0.5,,,,,,22.5,LOW,elevated chargeback ratio
1142,3,44299.45,14766.483333333332,3,0,1.0,0.0,0.0,0,0.0,0.3333333333333333,MORAR LLC,Other Retail,Sole Proprietor,Active,2.0,25.0,MEDIUM,elevated chargeback ratio; merchant profile conflicts
1145,3,55858.62,18619.54,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1146,1,18542.66,18542.66,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1147,3,-6760.389999999998,-2253.4633333333327,3,1,0.0,0.0,0.0,0,0.3333333333333333,0.0,Dayal-Sabharwal,Telecom,Individual,Disabled,0.0,5.0,LOW,high failed transaction rate
1148,2,24264.29,12132.145,2,1,0.0,0.0,0.0,0,0.5,0.0,Deep-Manda,Transportation,Individual,Active,0.0,7.5,LOW,high failed transaction rate
1149,3,29603.0,9867.666666666666,3,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1151,5,109837.48,21967.496,5,3,1.0,0.0,0.0,0,0.6,0.2,,,,,,18.0,LOW,elevated chargeback ratio; high failed transaction rate
1152,2,19194.47,9597.235,2,0,1.0,4146.46,0.0,0,0.0,0.5,Raman-Choudhury,Unknown,Partnership,Active,0.0,22.5,LOW,elevated chargeback ratio
1153,1,11806.95,11806.95,1,0,0.0,0.0,0.0,0,0.0,0.0,"Oommen, Sastry and Varty",Department Stores,Private Limited,Enabled,3.0,15.0,LOW,merchant profile conflicts
1155,2,-3913.1399999999994,-1956.5699999999997,2,0,0.0,0.0,0.0,0,0.0,0.0,Sha LLC,Transportation,Sole Proprietor,Disabled,0.0,0.0,LOW,No major risk signal
1156,2,16735.89,8367.945,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1157,4,36882.14,9220.535,4,0,1.0,3230.0,0.0,0,0.0,0.25,,,,,,11.25,LOW,elevated chargeback ratio
1158,2,7604.06,3802.03,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1159,2,22642.06,11321.03,2,0,0.0,0.0,0.0,0,0.0,0.0,Sabharwal-Gole,Telecom,Partnership,Closed,3.0,15.0,LOW,merchant profile conflicts
1160,4,13932.859999999999,3483.2149999999997,4,1,1.0,0.0,0.0,0,0.25,0.25,,,,,,15.0,LOW,elevated chargeback ratio; high failed transaction rate
1161,2,30372.559999999998,15186.279999999999,2,0,0.0,0.0,0.0,0,0.0,0.0,"Kuruvilla, Pall and Ravel",Grocery,Private Limited,Enabled,0.0,0.0,LOW,No major risk signal
1162,1,16735.01,16735.01,1,0,0.0,0.0,0.0,0,0.0,0.0,"Anand, Mistry and Khare",Other Retail,Private Limited,Live,0.0,0.0,LOW,No major risk signal
1163,1,14263.98,14263.98,1,0,0.0,0.0,0.0,0,0.0,0.0,"Gour, Comar and Palan",Telecom,Partnership,Closed,3.0,15.0,LOW,merchant profile conflicts
1164,4,45858.05,11464.5125,4,0,0.0,0.0,0.0,0,0.0,0.0,Goda PLC,Transportation,Partnership,Enabled,0.0,0.0,LOW,No major risk signal
1165,2,30812.93,15406.465,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1166,4,52551.159999999996,13137.789999999999,4,1,1.0,9012.82,0.0,0,0.25,0.25,,,,,,15.0,LOW,elevated chargeback ratio; high failed transaction rate
1167,2,23441.03,11720.515,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1169,1,11683.41,11683.41,1,0,0.0,0.0,0.0,0,0.0,0.0,Dey-Gupta,Food & Restaurants,Individual,A,0.0,0.0,LOW,No major risk signal
1170,3,42426.92,14142.306666666665,3,0,1.0,985.98,0.0,0,0.0,0.3333333333333333,"Wali, Bala and Sanghvi",Department Stores,Sole Proprietor,INACTIVE,0.0,15.0,LOW,elevated chargeback ratio
1171,2,35733.43,17866.715,2,0,1.0,0.0,0.0,0,0.0,0.5,Sampath-Shroff,Pharmacy & Medical,Partnership,Live,0.0,22.5,LOW,elevated chargeback ratio
1172,2,13542.62,6771.31,2,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1173,5,62937.020000000004,12587.404,5,0,2.0,2773.41,0.0,0,0.0,0.4,,,,,,18.0,LOW,elevated chargeback ratio
1174,2,-14466.0,-7233.0,2,1,0.0,0.0,0.0,0,0.5,0.0,Mander-Kari,Grocery,Partnership,ACTIVE,0.0,7.5,LOW,high failed transaction rate
1175,2,21689.45,10844.725,2,1,1.0,2207.71,0.0,0,0.5,0.5,,,,,,30.0,MEDIUM,elevated chargeback ratio; high failed transaction rate
1176,4,75950.83,18987.7075,4,1,1.0,2655.0,0.0,0,0.25,0.25,,,,,,15.0,LOW,elevated chargeback ratio; high failed transaction rate
1177,1,17851.81,17851.81,1,0,0.0,0.0,0.0,0,0.0,0.0,"Mistry, Savant and Jha",Transportation,Sole Proprietor,ACTIVE,0.0,0.0,LOW,No major risk signal
1178,1,2507.3,2507.3,1,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,0.0,LOW,No major risk signal
1180,1,15511.54,15511.54,1,0,0.0,0.0,0.0,0,0.0,0.0,Sangha and Sons,Grocery,Individual,Enabled,0.0,0.0,LOW,No major risk signal
