user_id_core,transaction_count,total_amount,average_amount,failed_count,pending_count,unique_merchants,chargeback_count,disputed_amount,missing_utr_count,negative_amount_count,anomalous_amount_count,failed_rate,chargeback_ratio,kyc_status_clean,risk_segment_clean,missing_pan_flag,missing_aadhaar_flag,missing_dob_flag,identity_conflict_score,risk_score,risk_level,risk_reasons
10069,1,7005.63,7005.63,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,MEDIUM,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10071,1,14301.02,14301.02,0,0,1,1.0,9500.5,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10074,2,33670.72,16835.36,1,0,2,0.0,0.0,0,0,0,0.5,0.0,,,,,,,7.5,LOW,high failed transaction rate
10075,1,6711.68,6711.68,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10078,1,13714.99,13714.99,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,HIGH,0.0,0.0,1.0,0.0,5.0,LOW,high KYC risk segment
10082,1,22723.1,22723.1,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10085,2,16240.68,8120.34,0,1,2,0.0,0.0,1,0,0,0.0,0.0,APPROVED,MEDIUM,0.0,0.0,0.0,0.0,5.0,LOW,transactions with missing UTR
10086,1,12874.26,12874.26,0,0,1,1.0,6720.23,0,0,0,0.0,1.0,REJECTED,LOW,0.0,0.0,0.0,0.0,40.0,MEDIUM,elevated chargeback ratio; KYC is not fully approved
10088,1,3809.97,3809.97,0,0,1,1.0,0.0,0,0,0,0.0,1.0,PENDING,LOW,0.0,0.0,0.0,0.0,40.0,MEDIUM,elevated chargeback ratio; KYC is not fully approved
10094,1,8987.24,8987.24,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10100,1,20357.0,20357.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,1.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10104,1,18458.04,18458.04,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10107,1,22698.19,22698.19,1,0,1,0.0,0.0,0,0,0,1.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,15.0,LOW,high failed transaction rate
10110,1,13924.46,13924.46,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10111,1,18111.68,18111.68,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10119,1,586.09,586.09,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10125,1,10766.24,10766.24,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10128,2,3275.9500000000007,1637.9750000000004,1,0,2,0.0,0.0,0,1,0,0.5,0.0,,,,,,,12.5,LOW,high failed transaction rate
10134,1,1750.45,1750.45,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10142,1,23295.4,23295.4,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10143,2,14790.130000000001,7395.0650000000005,0,0,2,0.0,0.0,1,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,5.0,LOW,transactions with missing UTR
10147,1,12485.3,12485.3,1,0,1,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10156,1,4524.57,4524.57,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10159,1,3524.93,3524.93,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10160,1,13850.23,13850.23,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10162,1,22520.0,22520.0,1,0,1,0.0,0.0,1,0,0,1.0,0.0,,,,,,,20.0,LOW,high failed transaction rate; transactions with missing UTR
10168,1,12265.35,12265.35,0,0,1,0.0,0.0,0,0,0,0.0,0.0,IN_PROGRESS,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10186,1,10108.71,10108.71,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10190,2,32165.690000000002,16082.845000000001,2,0,2,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10191,1,17880.97,17880.97,0,0,1,1.0,0.0,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10193,1,4545.0,4545.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10195,1,6109.15,6109.15,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,HIGH,0.0,0.0,0.0,0.0,5.0,LOW,high KYC risk segment
10196,1,19600.08,19600.08,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10197,1,7997.26,7997.26,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10201,1,-22603.66,-22603.66,0,0,1,0.0,0.0,0,1,0,0.0,0.0,,,,,,,5.0,LOW,No major risk signal
10207,1,13800.2,13800.2,0,0,1,0.0,0.0,0,0,0,0.0,0.0,REJECTED,LOW,0.0,0.0,0.0,0.0,10.0,LOW,KYC is not fully approved
10208,1,20901.14,20901.14,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10226,1,21819.53,21819.53,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10250,1,4861.88,4861.88,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10255,1,5747.66,5747.66,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10259,1,21451.3,21451.3,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10261,1,3339.34,3339.34,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10264,1,12910.67,12910.67,0,0,1,0.0,0.0,0,0,0,0.0,0.0,PENDING,MEDIUM,0.0,1.0,1.0,0.0,10.0,LOW,KYC is not fully approved
10270,1,8199.9,8199.9,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10273,1,22701.38,22701.38,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10276,1,22378.55,22378.55,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10279,1,22194.96,22194.96,0,0,1,1.0,721.17,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10286,1,12267.06,12267.06,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10288,1,11412.83,11412.83,0,1,1,0.0,0.0,1,0,0,0.0,0.0,APPROVED,HIGH,0.0,1.0,0.0,4.0,30.0,MEDIUM,identity conflicts in KYC history; high KYC risk segment; transactions with missing UTR
10294,1,23537.44,23537.44,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10295,1,18552.46,18552.46,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10301,1,23384.2,23384.2,1,0,1,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10303,1,10374.25,10374.25,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10317,1,20149.58,20149.58,0,0,1,1.0,0.0,0,0,0,0.0,1.0,APPROVED,LOW,0.0,0.0,0.0,0.0,30.0,MEDIUM,elevated chargeback ratio
10322,1,408.48,408.48,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10325,1,7474.11,7474.11,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10326,1,8343.09,8343.09,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,4.0,20.0,LOW,identity conflicts in KYC history
10330,1,24348.78,24348.78,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10342,1,12275.27,12275.27,0,1,1,0.0,0.0,1,0,0,0.0,0.0,APPROVED,UNKNOWN,0.0,0.0,0.0,0.0,5.0,LOW,transactions with missing UTR
10347,1,13643.61,13643.61,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,HIGH,0.0,0.0,1.0,0.0,5.0,LOW,high KYC risk segment
10349,1,3044.34,3044.34,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10352,2,22999.199999999997,11499.599999999999,0,0,2,1.0,592.68,0,0,0,0.0,0.5,,,,,,,15.0,LOW,elevated chargeback ratio
10358,2,20071.96,10035.98,0,0,2,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10363,1,5975.13,5975.13,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,UNKNOWN,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10364,2,21079.1,10539.55,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10365,1,10346.98,10346.98,0,0,1,1.0,4081.84,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10366,1,7052.81,7052.81,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10369,1,8814.65,8814.65,1,0,1,0.0,0.0,0,0,0,1.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,15.0,LOW,high failed transaction rate
10373,1,16722.14,16722.14,1,0,1,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10378,2,18720.120000000003,9360.060000000001,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10382,1,1117.86,1117.86,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10385,1,10400.56,10400.56,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10391,1,21550.55,21550.55,0,0,1,1.0,2042.84,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10393,1,11108.38,11108.38,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,HIGH,0.0,0.0,1.0,0.0,5.0,LOW,high KYC risk segment
10396,1,3323.03,3323.03,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10400,2,34807.81,17403.905,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10402,2,5293.51,2646.755,0,0,2,1.0,1518.0,0,0,0,0.0,0.5,,,,,,,15.0,LOW,elevated chargeback ratio
10411,1,16376.64,16376.64,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10415,1,20519.2,20519.2,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10421,1,11190.02,11190.02,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10422,1,21578.95,21578.95,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10428,1,23216.48,23216.48,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10435,1,23559.16,23559.16,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10436,1,18953.43,18953.43,0,0,1,0.0,0.0,0,0,0,0.0,0.0,REJECTED,UNKNOWN,0.0,0.0,0.0,4.0,30.0,MEDIUM,identity conflicts in KYC history; KYC is not fully approved
10437,1,13307.52,13307.52,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10440,1,1314.1,1314.1,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10441,1,18736.74,18736.74,0,0,1,1.0,1327.87,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10446,1,14268.33,14268.33,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,1.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10448,1,8478.13,8478.13,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,MEDIUM,0.0,0.0,0.0,4.0,20.0,LOW,identity conflicts in KYC history
10449,1,5619.77,5619.77,0,0,1,1.0,1819.68,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10452,1,310.0,310.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10453,1,19466.04,19466.04,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10459,1,16058.82,16058.82,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10465,1,8173.69,8173.69,0,0,1,1.0,1451.78,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10471,1,3515.72,3515.72,0,0,1,1.0,529.68,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10473,1,9522.9,9522.9,1,0,1,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10478,1,10158.0,10158.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,1.0,0.0,0.0,LOW,No major risk signal
10484,1,12842.92,12842.92,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10485,1,4011.6,4011.6,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10487,1,3300.86,3300.86,0,0,1,1.0,0.0,0,0,0,0.0,1.0,APPROVED,MEDIUM,0.0,0.0,0.0,0.0,30.0,MEDIUM,elevated chargeback ratio
10490,1,19209.22,19209.22,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10495,1,19795.4,19795.4,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10497,1,5964.18,5964.18,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10503,1,17599.39,17599.39,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10504,2,48894.57,24447.285,0,0,2,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10508,1,10901.63,10901.63,0,0,1,0.0,0.0,1,0,0,0.0,0.0,PENDING,MEDIUM,0.0,0.0,0.0,0.0,15.0,LOW,KYC is not fully approved; transactions with missing UTR
10525,1,8537.7,8537.7,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,UNKNOWN,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10529,1,9741.23,9741.23,0,0,1,1.0,2045.0,0,0,0,0.0,1.0,APPROVED,LOW,0.0,0.0,0.0,0.0,30.0,MEDIUM,elevated chargeback ratio
10533,1,9772.11,9772.11,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10535,1,9842.27,9842.27,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10549,1,21986.64,21986.64,0,0,1,1.0,0.0,0,0,0,0.0,1.0,IN_PROGRESS,MEDIUM,0.0,0.0,0.0,0.0,30.0,MEDIUM,elevated chargeback ratio
10560,1,9783.4,9783.4,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,MEDIUM,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10561,1,12847.56,12847.56,1,0,1,0.0,0.0,0,0,0,1.0,0.0,REJECTED,LOW,0.0,0.0,0.0,4.0,45.0,MEDIUM,high failed transaction rate; identity conflicts in KYC history; KYC is not fully approved
10563,1,7395.86,7395.86,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10564,1,8498.56,8498.56,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10565,1,2991.3,2991.3,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10569,1,8818.59,8818.59,0,0,1,1.0,2406.17,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10571,1,21343.86,21343.86,1,0,1,0.0,0.0,0,0,0,1.0,0.0,,,,,,,15.0,LOW,high failed transaction rate
10572,2,7604.32,3802.16,0,0,2,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10578,1,8187.0,8187.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,IN_PROGRESS,HIGH,1.0,0.0,0.0,0.0,5.0,LOW,high KYC risk segment
10579,2,29373.91,14686.955,0,0,2,2.0,1285.1999999999998,0,0,0,0.0,1.0,APPROVED,HIGH,0.0,0.0,0.0,0.0,35.0,MEDIUM,elevated chargeback ratio; high KYC risk segment
10591,1,24954.97,24954.97,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10593,1,958.38,958.38,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10599,1,11699.73,11699.73,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10603,1,-19709.0,-19709.0,0,0,1,0.0,0.0,0,1,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,4.0,25.0,MEDIUM,identity conflicts in KYC history
10610,1,20068.06,20068.06,0,0,1,0.0,0.0,0,0,0,0.0,0.0,IN_PROGRESS,MEDIUM,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10614,1,9427.12,9427.12,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10621,1,20542.71,20542.71,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,MEDIUM,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10624,1,23177.46,23177.46,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,1.0,0.0,0.0,0.0,LOW,No major risk signal
10627,1,22398.77,22398.77,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10632,1,6432.08,6432.08,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10637,1,10809.86,10809.86,1,0,1,0.0,0.0,0,0,0,1.0,0.0,REJECTED,MEDIUM,0.0,0.0,1.0,0.0,25.0,MEDIUM,high failed transaction rate; KYC is not fully approved
10643,1,13768.13,13768.13,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10647,1,1068.32,1068.32,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10648,1,22831.88,22831.88,0,1,1,0.0,0.0,0,0,0,0.0,0.0,PENDING,HIGH,0.0,0.0,0.0,0.0,15.0,LOW,KYC is not fully approved; high KYC risk segment
10649,2,38948.130000000005,19474.065000000002,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10651,1,4237.36,4237.36,0,0,1,0.0,0.0,0,0,0,0.0,0.0,REJECTED,MEDIUM,0.0,0.0,0.0,0.0,10.0,LOW,KYC is not fully approved
10652,1,9279.38,9279.38,0,0,1,0.0,0.0,0,0,0,0.0,0.0,REJECTED,LOW,0.0,0.0,0.0,0.0,10.0,LOW,KYC is not fully approved
10662,2,39710.84,19855.42,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10667,1,550.83,550.83,0,0,1,0.0,0.0,0,0,0,0.0,0.0,IN_PROGRESS,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10673,1,4680.93,4680.93,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10674,1,17436.98,17436.98,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10692,1,4686.24,4686.24,0,0,1,1.0,779.81,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10698,1,20288.21,20288.21,0,0,1,1.0,847.6,0,0,0,0.0,1.0,,,,,,,30.0,MEDIUM,elevated chargeback ratio
10705,1,21693.96,21693.96,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10716,1,12109.77,12109.77,0,0,1,1.0,2000.05,0,0,0,0.0,1.0,IN_PROGRESS,LOW,0.0,0.0,1.0,0.0,30.0,MEDIUM,elevated chargeback ratio
10730,1,10276.3,10276.3,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10731,1,471.0,471.0,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10736,1,5702.18,5702.18,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
10743,1,14910.78,14910.78,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10746,1,9334.33,9334.33,0,1,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,LOW,0.0,0.0,0.0,0.0,0.0,LOW,No major risk signal
10749,1,5035.08,5035.08,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10758,1,9689.46,9689.46,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,HIGH,0.0,0.0,0.0,4.0,25.0,MEDIUM,identity conflicts in KYC history; high KYC risk segment
10761,1,17079.42,17079.42,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10766,1,564.85,564.85,0,0,1,0.0,0.0,0,0,0,0.0,0.0,APPROVED,MEDIUM,1.0,1.0,0.0,2.0,10.0,LOW,identity conflicts in KYC history
10769,1,4657.0,4657.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10770,1,20145.34,20145.34,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10773,1,927.67,927.67,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10778,1,24672.72,24672.72,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10783,1,19285.0,19285.0,0,1,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10789,1,13546.0,13546.0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10796,1,7611.52,7611.52,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10800,1,8480.02,8480.02,0,0,1,1.0,923.46,0,0,0,0.0,1.0,APPROVED,LOW,0.0,0.0,0.0,3.0,45.0,MEDIUM,elevated chargeback ratio; identity conflicts in KYC history
10802,2,21004.019999999997,10502.009999999998,0,0,2,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10818,1,2149.13,2149.13,0,0,1,1.0,4227.03,0,0,0,0.0,1.0,APPROVED,MEDIUM,0.0,0.0,1.0,3.0,45.0,MEDIUM,elevated chargeback ratio; identity conflicts in KYC history
10819,1,17498.72,17498.72,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10820,1,16191.52,16191.52,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10822,1,21326.81,21326.81,0,0,1,0.0,0.0,0,0,0,0.0,0.0,,,,,,,0.0,LOW,No major risk signal
10824,1,20277.43,20277.43,0,0,1,0.0,0.0,1,0,0,0.0,0.0,,,,,,,5.0,LOW,transactions with missing UTR
